ID,Nome,Descendentes,Orientandos_Diretos
179856,Jefferson Silveira,0,1
179677,Joao Pitelli,0,1
179942,Rafael Cavalheiro,0,1
179970,Paulo Carvalho Neto,0,1
180019,Rogério Alves,0,1
179968,Matheus Bortolan,0,1
179965,Eder Aragão-Costa,2,2
180020,Rémy Sanchis,4,4
180175,Douglas Azevedo Sant'Anna,0,1
180231,Lucas Oliveira,0,1
180349,Erika Capelato,0,1
180343,Jorge Arpasi,0,1
180485,Arlúcio Viana,2,2
180600,Antônio Teófilo Nascimento,0,1
180538,Marco Gerosa,2,2
180895,Bruno Cesar Rodrigues Lima,0,1
180743,Alvaro Franco,0,1
180951,Mauro Hernández Iglesias,0,1
181093,Mariana Matulovic,0,1
181089,Zaqueu Ramos,0,1
181096,Abiel Costa Macedo,0,1
181047,Roberto Capistrano-Filho,5,5
181165,Marcelo dos Santos,0,1
181235,Luís Felipe Gonçalves Fonseca,0,1
181349,Hildebrane Augusto dos Santos,0,1
181105,Felipe Cruz,1,1
181351,José Carlos Corrêa Eidam,0,1
181353,Sinuê Dayan Barbero Lodovici,0,1
181352,Fernando Manfio,0,1
181398,Rodolfo Collegari,0,1
181384,Jose Henrique Rodrigues,0,1
181582,Luciana Lima Ventura,0,1
181589,Tertuliano de Souza Neto,0,1
181590,Olimpio Gomes,0,1
181583,Thiago Porto,0,1
181801,Mario Roldan Daquilema,0,1
181869,Jaison Schinaider,0,1
181910,Rúbia Nascimento,0,1
181812,Heliton Tavares,0,1
181753,Diego Souza,2,2
181911,Giovany Figueiredo,0,1
182064,Raul Ferraz,0,1
181962,Helder Geovane de Lima,0,1
181969,Diana Sasaki,0,1
182066,Diana Serrano-Rodriguez,0,1
182065,Daniel Núñez-Alarcón,2,2
182076,Manassés de Souza,0,1
182091,Patricia Cunha,0,1
182131,Daniela Prata,0,1
182161,Luz Gómez Gomez,0,1
182163,Ivan Enriquez,0,1
182160,Michel Montoril,0,1
182260,Flávio Dias Silva,0,1
182317,Wenden Charles,0,1
182331,Ana Menezes,0,1
182399,Diego Zontini,0,1
182475,Leandro Cioletti,0,1
182701,Bráulio Garcia,0,1
182595,Bruno Lopes,1,1
182748,Fábio Souza,0,1
183091,Diogo da Costa,0,1
183380,Rafael Borges,0,1
183513,Rafael Izbicki,0,1
183491,Marcelo Carvalho,0,1
183627,Thaynara de Lima,0,1
183835,Christian Surco Chuño,0,1
183838,Mauro Benayon Menezes,0,1
183927,Olmer Folleco Solarte,0,1
183870,Geovani Grapiglia,0,1
183933,José Bohland Filho,0,1
183931,Andressa Cesana,0,1
183934,Claudia Alessandra Lorenzoni,0,1
183935,Tercio Kill,0,1
183941,Arildo Castelluber,0,1
184031,Alexandre Rocha,0,1
183977,João Zanni,0,1
184144,Gregorio Silva Neto,0,1
184182,Claiton Oliveira,0,1
184380,Aleksandro de Mello,0,1
184482,Thais Webber dos Santos,0,1
184454,Mahdi Teymuri Garakani,0,1
184526,Rafael Moreira de Souza,0,1
184722,Elaís Malheiro,0,1
184723,Ricardo Bortolotti,1,1
184794,Aristides Barreto,0,1
184805,Borje Karlsson,0,1
184952,Camila Martins,0,1
184833,Maurício Santos,2,2
184986,Maria Magalhães Brandão,0,1
184990,Giuliano Zugliani,0,1
185103,Leandro Pessoa,0,1
185205,Joao Plinio Juchem Neto,0,1
185107,Anderson de Araujo,0,1
185122,Ana Carolina Carius,0,1
185363,Igor Lima Lima,0,1
185503,Marcelo Carvalho Ferreira,0,1
185364,Ruikson Nunes,0,1
185466,Javier Correa Mayobre,1,1
185368,Reginaldo Demarque,0,1
185533,William Steinle,0,1
185534,Cecília Andrade,0,1
185613,Oyran Rayzaro,0,1
185541,Miriam Telichevesky,0,1
185741,Elisandra Gloss de Moraes,0,1
185759,Wanderley Cerniauskas,0,1
186157,Erickson R. Nascimento,0,1
186133,Jonas Arenhart,0,1
186243,Raimundo Bastos Junior,0,1
186290,Estevão Esmi Laureano,0,1
186364,Anizio Cavalcante,0,1
185797,Vicente Pleitez,22,13
186344,Wallace Bessa,5,5
186366,Maria Lima,0,1
186370,Maral Mostafazadehfard,0,1
186369,Jose Figueiredo,0,1
186579,Guido Ledesma,0,1
186580,Dahisy Lima,0,1
186733,Vanessa Simoes,0,1
186734,Roberto Ribeiro-Junior,0,1
186998,Marcelo Amaral,0,1
186762,Daniel Vendrúscolo,3,3
186805,Michel Molina Del Sol,0,1
186879,Paula Cadavid,0,1
186999,Disson Prazeres,0,1
187028,Claudio Martins Mendes,0,1
187187,Joao de Abreu Barbosa Coelho,0,1
187065,Efren Lopes de Souza,0,1
187101,Chaim Hönig,15,6
187266,Sérgio Martins,0,1
187325,Lehilton Pedrosa,0,1
187369,Kênia Pereira Silva,0,1
187193,Orlando Peres,9,9
187478,Alberto Alexandre Miranda,0,1
187659,Diego Gratieri,0,1
187505,Carla Goldman,0,1
187410,Thaís Dalbelo,1,1
187805,Mario Saab,0,1
187660,Victor Basto,0,1
187806,Paulo Porto Júnior,0,1
187781,Pedro Porfirio Farias,0,1
187807,Wilson Tadini,0,1
187965,Luiz-Rafael Santos,1,1
188202,Cleverson da Luz,0,1
188426,Wellington Corrêa,0,1
188468,Barbara Amaral,0,1
188335,Francyelle Silva,0,1
188561,Fernando Meirelles,0,1
188477,Andréia Borges Avelar,0,1
188606,Taciana Souza,0,1
188660,Felipe Macias,0,1
188955,Aldo Medina Garay,0,1
189042,Wanderson Costa e Silva,0,1
189345,Victor Sacramento,0,1
189288,Diego Gallardo Mateluna,0,1
189656,Tarciana Maria da Silva,0,1
189654,Marcio Santos,3,3
189657,Claudia Santana,0,1
189658,Ricardo da Costa,0,1
189666,Esteban da Silva,0,1
189957,Lea Santos,0,1
189949,Nadja Magalhaes,0,1
189825,Franklin Marquezino,4,3
190123,Toshio Hattori,0,1
190053,Ana Machado,0,1
190003,Nacib Albuquerque,0,1
190124,Dicesar Fernandez,0,1
190121,Nelson Onuchic,9,9
190126,Galdino da Rocha Filho,0,1
190125,Sâmi Arbex,0,1
190127,João Batista Ferreira Gomes Neto,0,1
190131,Nancy Carolina Chachapoyas Siesquén,0,1
190205,Nayene Paião,0,1
190316,Gustavo Machado,0,1
190348,Ricardo Barboza,0,1
190369,Ivano Soares,7,1
190542,Wallace Casaca,0,1
190578,Ayrton Badelucci,0,1
190579,Odelar Leite Linhares,0,1
190580,Antonio Fernandes Izé,0,1
190581,Hildebrando Rodrigues,0,1
190583,Adalberto Spezamiglio,0,1
190582,Plácido Táboas,0,1
190584,Luiz Carlos Pavlu,0,1
190585,Lourdes Onuchic,0,1
190586,"Hermínio Cassago, Jr.",0,1
190719,Francisco Lima,0,1
190603,Reinier Díaz Millán,0,1
190720,Karise Oliveira,0,1
190721,Sérgio Brazil Júnior,0,1
190722,Antonio Tamarozzi,0,1
190748,Fernando Nascimento,0,1
190749,Bruno Lund,0,1
190802,Lineia Schütz,0,1
190754,Rafael Peixoto,0,1
190803,Valeria Brum,0,1
190804,Lucineia Fabris,0,1
190853,Marcelo Veloso,0,1
190901,Thiago Morais,0,1
190805,Beatriz Motta,0,1
190869,Americo Cunha Jr,4,4
191061,Rafael Gontijo,0,1
190902,Edgardo Pérez,0,1
191062,Nuno Dias,0,1
191113,Marcio Chaves,0,1
191146,Aline de Souza Lima,0,1
191213,Leandro Cruz,0,1
191114,Júlio do Espírito Santo,0,1
191223,Arnoldo Teherán-Herrera,0,1
191260,Ingrid Nunes,0,1
191330,Francisco Batista de Medeiros,0,1
191445,Younes Nikdelan,0,1
191329,Fernando Borges,0,1
191491,Elen Spreafico,0,1
191620,Rudy Rosas Bazán,0,1
191597,Marcos Pimenta,0,1
191598,Sergio Soares,1,1
191719,Newton Peron,0,1
191560,Douglas Duarte Novaes,7,7
191720,Rafael Testa,0,1
191823,Cecília Mondaini,0,1
191820,Eliseu Fritscher,0,1
191789,Jose Naéliton,2,2
191924,Mário San Felice,1,1
192130,Gustavo Silva,0,1
192131,Marcelo Arruda,0,1
192132,Neale El-Dash,0,1
192134,Antonio Silva,0,1
192133,Miriam Tsunemi,0,1
192137,André Livorati,0,1
192385,Manuel González Navarrete,0,1
192286,Durval Jose Tonon,3,3
192411,Antonio Cunha,1,1
192392,Walter de Carvalho,0,1
192450,Aline Pinto,0,1
192451,Claudemir Rodrigues,0,1
192452,Flávia da Silva,0,1
192453,Kisnney Almeida,0,1
192455,Cristiane Lázaro,0,1
192454,Leonardo de Amorim e Silva,0,1
192498,Carlos de Andrade,0,1
192563,Matheus Santos,0,1
192617,Lucas Backes,0,1
192618,Karina Marin,1,1
192564,Lucas Ferreira,2,2
192722,Ronaldo Vieira,0,1
192958,Wagner Sessin,0,1
193109,Nicolas Martinez Alba,0,1
192785,Jose Edson Sampaio,0,1
192985,Júlio César Sampaio,0,1
193125,Fernando del Carpio-Marek,0,1
193311,Rodrigo do Couto,0,1
193430,Franca Duarte,0,1
193262,João Vitor da Silva,0,1
193310,Roger Câmara Silva,0,1
193672,Israel Rocha,0,1
193792,Alexandra Menis,0,1
193803,Fernando Roig,0,1
193820,Fernanda Pereira,0,1
193824,Felipe Abrahão,0,1
193821,Matheus Brito,0,1
193836,Júlio Klafke,0,1
194037,Tiberio Bittencourt,0,1
194143,Lucas Ambrozio,1,1
194265,Weslem Silva,0,1
194213,Evandro Baccarin,0,1
194278,Thiago Campos,0,1
194315,Adriano da Silva,0,1
194316,Lonardo Rabelo,1,1
194344,Lázaro Rodríguez-Díaz,0,1
194421,Camila Ruiz,0,1
194522,Naiara de Paulo,0,1
194533,Bruno Costa,0,1
194649,Rafael Montezuma,0,1
194650,Cristina Marques,0,1
195295,Tiago de Oliveira,0,1
195299,Luiz Felipe Nobili,0,1
194795,Debora Lopes da Silva,1,1
195300,Tiane Pinto,0,1
195326,Augusto Baffa,0,1
195414,Rafael Pinto,0,1
195562,Ila Fernandes,0,1
195564,Tatiana Rodrigues,0,1
195566,Kleyber da Cunha,0,1
195567,Jose Vidarte,0,1
195568,Amanda de Lima,0,1
195570,Mariana da Silva,0,1
195569,Carlos Alberto Lima,0,1
195572,Raquel Portela,0,1
195574,Alma Averil,0,1
195577,Felipe Augusto Pereira,0,1
195575,Welington Cordeiro,0,1
195578,Yuri Ki,0,1
195607,Paulo Caetano,0,1
195633,Rodrigo Lambert,0,1
195646,Kátia Rocha,0,1
195769,Fernando de Ávila Silva,0,1
196036,Carlos José Todero Peixoto,0,1
196111,Amaury Alvarez Cruz,0,1
196198,Gabriela Depetri,0,1
196272,Rafael Rossato,0,1
196530,Afonso Paiva,0,1
195939,Shu-Qin Wang,0,1
196795,Rodrigo Dias Andrade,0,1
196916,Mariana Feiteiro Cavalari Silva,0,1
196891,Marco Carvalho,1,1
196918,Thiago Cobra,0,1
197023,Tito Paredez,0,1
197024,Matheus Vieira,0,1
197045,Uéverton dos Santos Souza,0,1
197205,Bruno Mendonça Rey dos Santos,0,1
197158,Camila Epprecht,0,1
197270,Marcelo Messias,0,1
197274,Eduardo Silva,0,1
197447,Helena Braga,0,1
197513,Julian Collazos,0,1
197694,Alexander Holguín-Villa,0,1
197275,André Zaccur Uchôa Cavalcanti,0,1
197765,Rafael Martinelli,0,1
197941,Thiago Bomfim,0,1
198144,Jose Barbosa,0,1
198403,Eduardo Aranha,0,1
198130,Rogério Fajardo,3,3
198255,Philip Thompson,0,1
198416,Cleverson Bastos,1,1
198491,Petrus dos Anjos,0,1
198490,Antonio Neto,0,1
198492,José Alvites,0,1
198417,Carlos Eduardo Vargas,0,1
198543,Sergio Soares,0,1
198545,Vander Alves,0,1
198541,Rohit Gheyi,3,3
198542,Leopoldo Teixeira,0,1
198546,Tiago Massoni,0,1
198785,José Pastore Mello,0,1
198547,Alberto Costa Neto,0,1
198784,Nílson Machado,1,1
198548,Rodrigo Almeida,0,1
198858,Marcelo Santos,1,1
199140,Katiani da Conceição,0,1
198913,Diego Rodrigues,0,1
199147,Nicolau Diehl,0,1
199148,Patricia Guidolin,0,1
199149,Jocemar Chagas,0,1
199370,Alex Dantas,0,1
199249,Mauricio Poletti,0,1
199158,Leandro Pimentel,0,1
199480,Clessius Silva,0,1
199481,Filipe Andrade,0,1
199538,Geovandro Pereira,0,1
199539,Marcos Simplicio Jr.,0,1
199572,Valdiane Sales Araujo,0,1
199814,Franciso Chaves,0,1
199998,Jonas da Silva Sobrinho,0,1
199910,Alex Rezende,2,2
199999,Mauro Tonasse,0,1
200000,Orlando Ravinez,0,1
200002,Marcos Rodriguez,0,1
200001,Carlos Pires,0,1
200003,Alex Diaz,0,1
200004,Edison Franco,0,1
200005,Elaine Fortes,0,1
200092,Cristhiam Manuel Lopez-Arcos,0,1
200093,Renato da Costa Santos,0,1
200094,Thiago Araujo,0,1
200250,Pedro Morais,0,1
200253,David Andrade-Perez,0,1
200252,Carlos Galeano-Rios,0,1
200331,Alan Muniz,0,1
200330,Diogo Machado,0,1
200332,Fernando Lourenço,0,1
200334,Antônio Marcos Ferreira,0,1
200350,Lucas Calixto,0,1
200362,Emerson de Melo,2,2
200485,Ricardo Gomes,0,1
200510,Felice Pisano,0,1
200348,Leandro Indrusiak,12,10
200633,Leandro Tavares,0,1
200676,Pedro Hokama,0,1
200732,José Ivan Santos,0,1
200607,Hugo Mariano,8,8
200840,Felipe Gonçalves,0,1
200841,José Madrid,0,1
201272,Majela Pentón Machado,0,1
201279,Sandro Cavalho,0,1
201280,Priscila Ribeiro,0,1
200861,Gustavo Araújo,0,1
201276,Juliana Larrosa,0,1
201384,Carlos Henrique Grossi Ferreira,0,1
201467,Isabel Rosseti,0,1
201364,Rodrigo Monteiro,0,1
201502,Álvaro Krüger Ramos,0,1
201999,Luciano Ost,2,2
202214,Aldo Zang,0,1
202069,Carolina Renz,0,1
202365,Marianna Vago,0,1
202375,Abraão Mendes,0,1
202414,Alejandro Simarra Canate,0,1
202541,Vinicius Bittencourt,0,1
202668,Roberta Lima,0,1
202877,Diego Bevilaqua,0,1
203028,Marco Guaraco,0,1
202719,Christiano Braga,0,1
203211,Amanda Lopes,0,1
203452,Arthur Caixeta,0,1
204064,Nara Bobko,0,1
203717,Eliel dos Santos,0,1
204102,Leandro Egea,0,1
204107,Fabiano Petronetto do Carmo,0,1
204111,Renan Medrado,0,1
204128,Jefferson Silva,0,1
204121,Lidiane Toledo,0,1
204123,Maria Rita Byington,0,1
204642,Karoline Victor Fernandes,0,1
204643,Diogo Gonçalves Dias,0,1
204647,Alejandro Roldan-Correa,0,1
204716,Luis Enrique Ramirez,0,1
204830,Erika Alejandra Rada Mora,0,1
204832,Mariana Pereira de Melo,0,1
204717,Wilson Fernando Cantero,0,1
204943,Ana Lüdtke Ferreira,0,1
204944,Aline Brum Loreto,0,1
204945,Luciana Foss,0,1
204946,Simone da Costa Cavalheiro,0,1
204947,Rodrigo Machado,0,1
205348,Gilberto Pereira,1,1
205284,Maycol Falla Luza,1,1
205381,Pablo Jojoa Gomez,0,1
205382,Flavio Ribeiro,0,1
205383,Fernando Gonçalves de Almeida Neto,0,1
205384,David Lamb,0,1
205589,Humberto Carrión,0,1
205588,Mary Lourenço,1,1
205673,Daniela Vieira,0,1
205587,Raymundo Alencar,2,1
205675,Sonia Berrios,0,1
205674,Paula Takatsuka,0,1
205676,Po Kuo,0,1
205677,Ariosvaldo Jatobá,0,1
205678,Fabio Bertoloto,0,1
205679,Nelson Louza,0,1
205680,Elisa Santos,0,1
205681,Thiago Alves,1,1
205712,Vanderson Lima,0,1
205843,Aline Paes,0,1
206242,Antonio Andrade do Espirito Santo,0,1
206243,Maria Amélia Hohlenwerger,0,1
206364,Joserlan da Silva,0,1
206414,Joaquim Assunção,0,1
206560,Abraham Muñoz Flores,0,1
206874,Leonardo ELIAS,0,1
207061,Renan Finder,0,1
207078,Pedro Ribeiro,0,1
207095,Cristhiano Duarte,0,1
207323,Agenor Andrade,0,1
207832,Francismar Ferreira Lima,0,1
207860,Daniel Castro Ovalle,0,1
207872,Jorge Deolindo Silva,0,1
207873,Mostafa Salarinoghabi,0,1
207896,Ingrid Meza Sarmiento,0,1
208080,Marcelo Veiga Neves,0,1
208535,Frederico Sercio,0,1
208119,Matthias Diener,0,1
208697,Carolina Grejo,0,1
208721,Italo Lira Melo,0,1
208767,Nazar Arakelian,0,1
208723,Fernando Nera Lenarduzzi,0,1
208770,Ana Cristina Rocha-Oliveira,0,1
208813,Benedito Acióly,8,2
208814,Graçaliz Dimuro,1,1
209040,Eric Biagioli,0,1
209341,Tiago Schieber,0,1
209252,Victor Goulart,0,1
209345,Antonio Paques,4,4
209543,Karine Guimarães,0,1
209608,Juliana Salles,0,1
209607,Vladimir Di Iorio,1,1
209612,Marcelo Maia,0,1
209617,Marcos Rios,0,1
209618,Lucília Figueiredo,0,1
209620,Fabio Tirelo,0,1
209619,Marco Túlio Valente,2,2
209623,Kécia Ferreira,0,1
209624,Mariza Bigonha,1,1
209625,César Couto,0,1
209626,Ricardo Villela,0,1
209811,Bruna Gonçalves,0,1
209812,Thiago Nogueira,0,1
209627,Leonardo Reis,0,1
209814,Aloisio de Castro Gomes Júnior,0,1
210015,Manoel Bezerra Campêlo Neto,1,1
210164,Lhaylla Cryssaff,0,1
210016,Wladimir Araujo Tavares,0,1
210702,José Barbosa Gomes,0,1
210701,Vladimir Meneses,0,1
210704,Alessandro Chimenton,0,1
210703,Rodrigo Pacheco,0,1
210377,Juan Bautista Limaco Ferrel,9,9
210858,Danilo Figueiredo,0,1
210953,Guilherme Issamu Hirata,0,1
211034,Edward de Araújo,0,1
211110,Gilcenio Sousa-Neto,0,1
211012,Benjamín Bedregal,4,4
211285,Edvaldo de Almeida Batista,0,1
211197,Ralph Santos Mansur,0,1
211329,Rodolpho Vilhena de Moraes,1,1
211344,Maria Teresinha Steiner,2,2
211356,Rafael Lucena,0,1
211357,Santiago Ravelo,0,1
211358,Wellington Previero,0,1
211359,Abner Rodrigues,0,1
211362,Tatiana Sodero,0,1
211361,Bruno Santiago,0,1
211360,Bernardo Carvalho,2,2
211363,Adilson Lopes dos Santos,0,1
211364,Ilana Zuila Monteiro Alves,0,1
211365,Andre Junqueira,0,1
211366,Otto Augusto de Morais Costa,0,1
211368,Andres Lopez Barragan,0,1
211369,João Eduardo Reis,0,1
211370,Alexandre Soares,0,1
211372,Bulmer Garcia,0,1
211371,Serafin Bautista,1,1
211453,Jaqueline Siqueira,0,1
211513,Pammella Queiroz-Souza,0,1
211692,Carlos Alberto Marín Arango,0,1
211559,Priscila da Silva,1,1
211613,Bruno Ribeiro,0,1
211824,Ximena Mujica,0,1
211848,Rafael da Silva,0,1
211828,Regivan Hugo Nunes Santiago,4,4
212394,Thales Souza,0,1
211926,Nelson Silva,0,1
212455,Rodrigo Thom de Souza,0,1
212944,Alessandro Bagatini,0,1
212457,Wagner do Amaral,4,1
212963,Wescley Bonomo,0,1
212945,Adriana Wagner,0,1
212964,Anderson Cruz,0,1
213220,Saulo Morellato,0,1
213299,Andre Luiz Meireles Araujo,0,1
213278,Ana Claudia da Silva Moreira,0,1
213239,Maurício Zahn,0,1
213807,Fernanda Pereira-Rodrigues,0,1
213886,Ruy Vieira,2,1
213984,Darllan Pinto,0,1
213989,Luan Ferreira,0,1
214109,Rick Rischter,0,1
214112,Helena Rey,0,1
214116,Joao Barbosa,0,1
214355,Daniel Santos,0,1
214117,Clarissa Thiers,0,1
214266,Rafael dos Santos,5,5
214472,Roberto Soraggi,1,1
214773,Wagner Ranter Gouveia da Silva,0,1
214786,Erick Gomez-Nieto,0,1
215118,Cachimo Assane,0,1
215119,Marcio Diniz,0,1
215121,Plinio Andrade,0,1
215123,Felipo Bacani,0,1
215207,Rosa Maria Machado,0,1
215269,Rivânia Maria Teixeira,0,1
215368,Marcius Giorgetti,1,1
215551,Sebastián Grillo,0,1
215500,Daniel Farenzena,0,1
215914,Fábio Botler,0,1
215667,Luciano da Silva,0,1
215915,Phablo Moura,0,1
216203,Gilson N Silva,0,1
216236,Jorge Barroso,6,1
216237,Guido Zapata Ferreira,0,1
216238,Silvio Machado,0,1
216320,Thiago Marcilon,0,1
216356,Lenka Ptackova,0,1
216341,Ricardo Kehrle Miranda,0,1
216413,Emilio Carvalho,0,1
216424,Alex Zamudio Espinosa,0,1
216422,Davi dos Santos Lima,0,1
216470,Juan Rojas Gacha,0,1
216429,Daiane Ament,0,1
216589,Ana Paula Oliveira Müller,0,1
216602,Jhovanny Muñoz,0,1
216676,Willian Diego Oliveira,0,1
216756,Luis Osorio Acevedo,0,1
216773,Raquel Lehrer,0,1
216890,Andrea Takai,0,1
216822,Mark Gannon,0,1
216899,Antonio Endler,0,1
216934,José Luis Soncco-Álvarez,0,1
217073,Rogerio Cavalcanti,0,1
216988,Gracieli Posser,0,1
217254,Steve Vicentim,0,1
217076,Alexandre Branco-Monteiro,0,1
217586,Inocencio Ortiz Samudio,0,1
217591,Everton Artuso,0,1
217668,Frederico Ribeiro,0,1
217594,Bruno Ferreira,2,2
217739,Sajad Salami,0,1
217835,José Nelson Barbosa,0,1
217837,Cícero Pedro Aquino,0,1
217840,Cícero Tiarlos Nogueira Cruz,0,1
217839,Rondinelle Marcolino Batista,0,1
217841,Antonio Kelson Vieira da Silva,0,1
217842,Francisco de Assis Benjamim Filho,0,1
217853,Giannini Vieira,0,1
217855,Diogo Bezerra,0,1
217838,José Vieira Gomes,11,10
217857,Cícero Carlos de Brito,0,1
217854,Andrea Maria dos Santos,0,1
217859,Filipe de Souza,0,1
217865,João Antonio Alves,0,1
218354,Edwin Murcia,0,1
218253,Hernán Giraldo Salazar,5,5
218362,Antônio Augusto Coelho,3,1
218467,Renan Pereira Lima,0,1
218377,Leandro Coelho,2,2
218468,Ruben Lizarbe Monje,0,1
218396,Bruno Sérgio de Araújo,0,1
218469,Diego Rodríguez-Guzmán,0,1
218470,Edileno de Almeida Santos,0,1
218510,Eudes Barboza,0,1
218628,Rogelio Grau,0,1
218665,Rafael Coelho,0,1
218696,Claudia Melo,0,1
218695,Helves Domingues,0,1
218733,Janaina Schoeffel Brodzinski,0,1
218697,Paulo Meirelles,0,1
218734,Juliana Castanon Xavier,0,1
218735,Gladys Calle Cardeña,0,1
218783,Rodrigo Clemente,0,1
218784,Diego de Souza,0,1
218785,José Carlos Melo Júnior,0,1
219061,Plinio Pino Murillo,0,1
219253,Fernando Dias,0,1
219559,Almir Neto,0,1
219143,Luciano Miranda Filho,0,1
219572,Francisco Gozzi,0,1
219720,Juliana Lopes,0,1
219869,Rafael Lucas de Arruda,0,1
219887,Júlio Gonçalves,0,1
219696,Luiza de Moraes,5,5
219889,André de Camargo,0,1
219974,Roberto Baldino,0,1
219975,Augusto Wanderley,0,1
220001,Adriano Aguiar,0,1
220002,Elisa Toma,0,1
220003,Luis Grados,0,1
220004,Alex Pereira,0,1
220005,Guilherme da Silva Mauro,0,1
220142,Ronie Dario,0,1
220822,Shirley Macedo,0,1
221195,Mariana Maia,0,1
220823,Mario Daniel Huamán Bolaños,0,1
221092,Flávio Medeiros,0,1
221281,Marcus de Mendes Caldas Raymundo Reaiche,0,1
221345,Matheus Bernardini,0,1
221347,Wanderson Tenório,0,1
221346,Paulo Cavalcante de Oliveira,0,1
221321,Bruno Madeira,0,1
221393,Evandro Bracht,0,1
221473,Luciano de Castro,0,1
221618,Cenez Rezende,0,1
222059,Luiz Fernando Camargo,0,1
221619,João Marcelo Alencar,0,1
221614,Joao Helder Rodrigues,0,1
222060,Jairo Eloy Ramos,0,1
222061,Alexandre Kawano,0,1
222063,Gabriel Araujo,0,1
222062,Luis Ragognette,0,1
222171,Wilson Cuellar Carrera,0,1
222326,German Monsalve,0,1
222472,Aydee López Santana,0,1
222491,Claudine Badue,0,1
222490,Eduardo Barbosa,0,1
222495,"Alvaro Pereira, Jr.",0,1
222708,Elkin Quintero Vanegas,0,1
222876,Kelvin de Oliveira,0,1
222665,Otoniel Nogueira da Silva,0,1
223036,Raphael dos Santos,0,1
223164,Victor Martins,0,1
223251,Daniel Alencar da Costa,0,1
223632,Luis Yamaoka,0,1
223667,Rafael de Santiago,0,1
223569,Alex Sierra,0,1
224158,Luiz Perona Araújo,0,1
224071,Marco Aymone,0,1
224371,Pablo Mayckon Silva Farias,0,1
224753,Andre da Rocha Lopes,0,1
224577,Laurent Prouvée,0,1
224828,Adeval Lino Ferreira,0,1
224872,Fernando Gallego Restrepo,1,1
224930,Denis Braga,0,1
224932,Alexander Fonseca,0,1
224931,Antonio Fernandes,0,1
225028,Rene Baltazar,0,1
225030,Vinicius Soares dos Reis,0,1
224966,Sávio Ribas,0,1
225694,Victor Hugo López Solís,0,1
225489,Abner Barros,0,1
225722,J. C. Montero,1,1
225969,Juan Colonna,0,1
226338,Cristyan Pinheiro,0,1
226562,Viviana Ferrer Cuadrado,0,1
227062,João Pitot,0,1
227167,Mateus Sousa,0,1
227184,Dylene De Barros,0,1
227365,Fagner Cintra Correia,0,1
226986,Carolina Coutinho,0,1
227636,Carlos Gomes,0,1
227687,Thiago da Silva,0,1
227770,Diego Noble,0,1
227777,Igor Monteiro,0,1
227844,Yerko Contreras Rojas,0,1
227855,Ricardo Leite dos Santos,0,1
228303,Julio  Prates Filho,0,1
228420,Alacyr Gomes,0,1
228362,Douglas da Cruz,0,1
228385,Douglas Maioli,0,1
228850,Claudia Luque Justo,0,1
228851,Djeison Benetti,0,1
229229,Hudson Lima,0,1
229098,Rafael de Souza,0,1
228706,Izael do Nascimento,0,1
229664,Alexandre Tomei,0,1
229980,Liria Sato,0,1
230193,Leandro Oliveira,0,1
230097,Rafaella Martins,0,1
230200,Samara Costa Lima,0,1
230345,Cristian Cruz Torres,0,1
230034,Jose David Mangueira Vianna,2,2
230396,Lucas Stolerman,0,1
230550,Jonas Szutkoski,0,1
230647,Paulo Drews-Jr,0,1
230721,Marcelo Flamarion,0,1
230759,Maico Silva Ribeiro,0,1
230789,Alana Cavalcante,0,1
230816,El Hadji Tall,0,1
230846,Hugo Leonardo Belisário,0,1
231032,Felipe Castro,0,1
231042,Esko Heinonen,0,1
231100,Marco Antonio Marques Marinho,0,1
231103,Liliana  Cely Prieto,0,1
231124,Diego da Silva Barros,0,1
231264,Felipe Louza,0,1
231270,Fernando Stefanello,0,1
231411,Rafael Barostichi,1,1
231413,Igor Ferra,0,1
231440,Leomaques Bernardo,0,1
231439,Claudemir Bezerra Jr.,0,1
231626,Joelma Azevedo de Moura,0,1
231627,Aldryn Aparcana,0,1
231659,Ailton Oliveira,0,1
231739,Rodrigo Braga,0,1
231666,Geraldo Botelho,1,1
231747,Hugo Fonseca Araújo,0,1
231665,Dinamérico Pombo Júnior,5,5
231775,Jorge Costa,0,1
231810,Pedro Ramos,0,1
231906,Sara Pinter,0,1
231943,Mauro Bianchini.,0,1
231945,Otília Paques,0,1
231946,Teles Araújo Fernandes,0,1
231947,Maria Zaine,0,1
231948,Bibiano Maguiña,0,1
232048,Suely Druck,0,1
232047,Maria do Socorro Pereira,0,1
232049,José Luis Lizarbe Chira,0,1
232050,Inês Padilha,0,1
232314,Waldyr Quandt,0,1
232265,Aline Vilela Andrade,0,1
232365,João Matheus Jury Giraldi,0,1
232642,Xiao-Chuan Liu,0,1
232317,Carlinda Azevedo,0,1
232681,Marília Matte,0,1
232883,Marcos Lima,0,1
232920,André Martins Pereira,0,1
232884,Pedro Daldegan,0,1
233162,Moisés Rodrigues Cirilo do Monte,0,1
233520,Roberto Alvarenga,0,1
233531,Samuel Canevari,0,1
233532,Ion Moutinho,0,1
233296,Pitágoras Carvalho,1,1
233814,Victor Barbosa,0,1
233669,Marcio Fenille,0,1
233815,Rafaela Bonfim,0,1
233961,Luis Gustavo Pinho,0,1
233830,Higor de Souza,0,1
234017,Sheila de Almeida,0,1
234016,Christiane Campos,2,1
234018,Vagner Pedrotti,0,1
